study_id	pos_id	gene	overall_l2g	l2g_share	rank
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	CEACAM16	0.00791662186384201	0.0071872300888668915	19
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	CKM	0.007580433506518602	0.006882016183385633	20
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	GEMIN7	0.007216671947389841	0.006551769511521158	21
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	ERCC2	0.006924041546881199	0.006286100384508923	22
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	PVR	0.006916305050253868	0.006279076683958523	23
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	PPP1R13L	0.006698848679661751	0.006081655486304281	24
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	TRAPPC6A	0.005732355173677206	0.005204209104959067	25
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	CEACAM19	0.005676239728927612	0.005153263812902552	26
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	CEACAM20	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	BLOC1S3	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	IGSF23	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	ZNF229	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	ZNF180	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	CD3EAP	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	EXOC3L2	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_AM_EXMORE	19-044908684-T-C	ERCC1	0.00479092076420784	0.0043495130198350634	34
FINNGEN_R6_AD_EO	19-044908684-T-C	APOE	0.6824163794517517	0.6195424790885423	1
FINNGEN_R6_AD_EO	19-044908684-T-C	APOC1	0.07042810320854187	0.0639392649021384	2
FINNGEN_R6_AD_EO	19-044908684-T-C	TOMM40	0.040845390409231186	0.037082132251580295	3
FINNGEN_R6_AD_EO	19-044908684-T-C	NKPD1	0.024471912533044815	0.022217211976859497	4
FINNGEN_R6_AD_EO	19-044908684-T-C	APOC4	0.02314607985317707	0.021013533855883296	5
FINNGEN_R6_AD_EO	19-044908684-T-C	APOC4-APOC2	0.02314607985317707	0.021013533855883296	5
FINNGEN_R6_AD_EO	19-044908684-T-C	NECTIN2	0.01946476846933365	0.017671397222416868	7
FINNGEN_R6_AD_EO	19-044908684-T-C	APOC2	0.016644509509205818	0.015110980619824452	8
FINNGEN_R6_AD_EO	19-044908684-T-C	CLPTM1	0.01519770361483097	0.013797475057016836	9
FINNGEN_R6_AD_EO	19-044908684-T-C	BCAM	0.013635084964334965	0.012378827055959095	10
FINNGEN_R6_AD_EO	19-044908684-T-C	CBLC	0.01098216138780117	0.009970328522030815	11
FINNGEN_R6_AD_EO	19-044908684-T-C	RELB	0.010398853570222855	0.009440763314840844	12
FINNGEN_R6_AD_EO	19-044908684-T-C	CLASRP	0.0097322016954422	0.008835532890092762	13
FINNGEN_R6_AD_EO	19-044908684-T-C	BCL3	0.009296823292970657	0.008440267736836137	14
FINNGEN_R6_AD_EO	19-044908684-T-C	MARK4	0.009123309515416622	0.00828274051571608	15
FINNGEN_R6_AD_EO	19-044908684-T-C	PPP1R37	0.009026206098496914	0.008194583646306326	16
FINNGEN_R6_AD_EO	19-044908684-T-C	KLC3	0.008746657520532608	0.00794079105833119	17
FINNGEN_R6_AD_EO	19-044908684-T-C	ZNF296	0.0086278161033988	0.007832899002386363	18
FINNGEN_R6_AD_EO	19-044908684-T-C	CEACAM16	0.00791662186384201	0.0071872300888668915	19
FINNGEN_R6_AD_EO	19-044908684-T-C	CKM	0.007580433506518602	0.006882016183385633	20
FINNGEN_R6_AD_EO	19-044908684-T-C	GEMIN7	0.007216671947389841	0.006551769511521158	21
FINNGEN_R6_AD_EO	19-044908684-T-C	ERCC2	0.006924041546881199	0.006286100384508923	22
FINNGEN_R6_AD_EO	19-044908684-T-C	PVR	0.006916305050253868	0.006279076683958523	23
FINNGEN_R6_AD_EO	19-044908684-T-C	PPP1R13L	0.006698848679661751	0.006081655486304281	24
FINNGEN_R6_AD_EO	19-044908684-T-C	TRAPPC6A	0.005732355173677206	0.005204209104959067	25
FINNGEN_R6_AD_EO	19-044908684-T-C	CEACAM19	0.005676239728927612	0.005153263812902552	26
FINNGEN_R6_AD_EO	19-044908684-T-C	CD3EAP	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO	19-044908684-T-C	CEACAM20	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO	19-044908684-T-C	EXOC3L2	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO	19-044908684-T-C	ZNF180	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO	19-044908684-T-C	IGSF23	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO	19-044908684-T-C	BLOC1S3	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO	19-044908684-T-C	ZNF229	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO	19-044908684-T-C	ERCC1	0.00479092076420784	0.0043495130198350634	34
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	APOE	0.6824163794517517	0.6195424790885423	1
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	APOC1	0.07042810320854187	0.0639392649021384	2
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	TOMM40	0.040845390409231186	0.037082132251580295	3
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	NKPD1	0.024471912533044815	0.022217211976859497	4
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	APOC4-APOC2	0.02314607985317707	0.021013533855883296	5
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	APOC4	0.02314607985317707	0.021013533855883296	5
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	NECTIN2	0.01946476846933365	0.017671397222416868	7
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	APOC2	0.016644509509205818	0.015110980619824452	8
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	CLPTM1	0.01519770361483097	0.013797475057016836	9
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	BCAM	0.013635084964334965	0.012378827055959095	10
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	CBLC	0.01098216138780117	0.009970328522030815	11
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	RELB	0.010398853570222855	0.009440763314840844	12
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	CLASRP	0.0097322016954422	0.008835532890092762	13
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	BCL3	0.009296823292970657	0.008440267736836137	14
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	MARK4	0.009123309515416622	0.00828274051571608	15
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	PPP1R37	0.009026206098496914	0.008194583646306326	16
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	KLC3	0.008746657520532608	0.00794079105833119	17
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	ZNF296	0.0086278161033988	0.007832899002386363	18
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	CEACAM16	0.00791662186384201	0.0071872300888668915	19
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	CKM	0.007580433506518602	0.006882016183385633	20
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	GEMIN7	0.007216671947389841	0.006551769511521158	21
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	ERCC2	0.006924041546881199	0.006286100384508923	22
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	PVR	0.006916305050253868	0.006279076683958523	23
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	PPP1R13L	0.006698848679661751	0.006081655486304281	24
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	TRAPPC6A	0.005732355173677206	0.005204209104959067	25
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	CEACAM19	0.005676239728927612	0.005153263812902552	26
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	ZNF229	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	CD3EAP	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	BLOC1S3	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	CEACAM20	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	EXOC3L2	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	ZNF180	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	IGSF23	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_EO_EXMORE	19-044908684-T-C	ERCC1	0.00479092076420784	0.0043495130198350634	34
FINNGEN_R6_AD_LO	19-044908684-T-C	APOE	0.6824163794517517	0.6195424790885423	1
FINNGEN_R6_AD_LO	19-044908684-T-C	APOC1	0.07042810320854187	0.0639392649021384	2
FINNGEN_R6_AD_LO	19-044908684-T-C	TOMM40	0.040845390409231186	0.037082132251580295	3
FINNGEN_R6_AD_LO	19-044908684-T-C	NKPD1	0.024471912533044815	0.022217211976859497	4
FINNGEN_R6_AD_LO	19-044908684-T-C	APOC4	0.02314607985317707	0.021013533855883296	5
FINNGEN_R6_AD_LO	19-044908684-T-C	APOC4-APOC2	0.02314607985317707	0.021013533855883296	5
FINNGEN_R6_AD_LO	19-044908684-T-C	NECTIN2	0.01946476846933365	0.017671397222416868	7
FINNGEN_R6_AD_LO	19-044908684-T-C	APOC2	0.016644509509205818	0.015110980619824452	8
FINNGEN_R6_AD_LO	19-044908684-T-C	CLPTM1	0.01519770361483097	0.013797475057016836	9
FINNGEN_R6_AD_LO	19-044908684-T-C	BCAM	0.013635084964334965	0.012378827055959095	10
FINNGEN_R6_AD_LO	19-044908684-T-C	CBLC	0.01098216138780117	0.009970328522030815	11
FINNGEN_R6_AD_LO	19-044908684-T-C	RELB	0.010398853570222855	0.009440763314840844	12
FINNGEN_R6_AD_LO	19-044908684-T-C	CLASRP	0.0097322016954422	0.008835532890092762	13
FINNGEN_R6_AD_LO	19-044908684-T-C	BCL3	0.009296823292970657	0.008440267736836137	14
FINNGEN_R6_AD_LO	19-044908684-T-C	MARK4	0.009123309515416622	0.00828274051571608	15
FINNGEN_R6_AD_LO	19-044908684-T-C	PPP1R37	0.009026206098496914	0.008194583646306326	16
FINNGEN_R6_AD_LO	19-044908684-T-C	KLC3	0.008746657520532608	0.00794079105833119	17
FINNGEN_R6_AD_LO	19-044908684-T-C	ZNF296	0.0086278161033988	0.007832899002386363	18
FINNGEN_R6_AD_LO	19-044908684-T-C	CEACAM16	0.00791662186384201	0.0071872300888668915	19
FINNGEN_R6_AD_LO	19-044908684-T-C	CKM	0.007580433506518602	0.006882016183385633	20
FINNGEN_R6_AD_LO	19-044908684-T-C	GEMIN7	0.007216671947389841	0.006551769511521158	21
FINNGEN_R6_AD_LO	19-044908684-T-C	ERCC2	0.006924041546881199	0.006286100384508923	22
FINNGEN_R6_AD_LO	19-044908684-T-C	PVR	0.006916305050253868	0.006279076683958523	23
FINNGEN_R6_AD_LO	19-044908684-T-C	PPP1R13L	0.006698848679661751	0.006081655486304281	24
FINNGEN_R6_AD_LO	19-044908684-T-C	TRAPPC6A	0.005732355173677206	0.005204209104959067	25
FINNGEN_R6_AD_LO	19-044908684-T-C	CEACAM19	0.005676239728927612	0.005153263812902552	26
FINNGEN_R6_AD_LO	19-044908684-T-C	BLOC1S3	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO	19-044908684-T-C	IGSF23	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO	19-044908684-T-C	CEACAM20	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO	19-044908684-T-C	CD3EAP	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO	19-044908684-T-C	EXOC3L2	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO	19-044908684-T-C	ZNF229	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO	19-044908684-T-C	ZNF180	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO	19-044908684-T-C	ERCC1	0.00479092076420784	0.0043495130198350634	34
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	APOE	0.6824163794517517	0.6195424790885423	1
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	APOC1	0.07042810320854187	0.0639392649021384	2
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	TOMM40	0.040845390409231186	0.037082132251580295	3
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	NKPD1	0.024471912533044815	0.022217211976859497	4
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	APOC4	0.02314607985317707	0.021013533855883296	5
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	APOC4-APOC2	0.02314607985317707	0.021013533855883296	5
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	NECTIN2	0.01946476846933365	0.017671397222416868	7
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	APOC2	0.016644509509205818	0.015110980619824452	8
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	CLPTM1	0.01519770361483097	0.013797475057016836	9
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	BCAM	0.013635084964334965	0.012378827055959095	10
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	CBLC	0.01098216138780117	0.009970328522030815	11
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	RELB	0.010398853570222855	0.009440763314840844	12
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	CLASRP	0.0097322016954422	0.008835532890092762	13
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	BCL3	0.009296823292970657	0.008440267736836137	14
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	MARK4	0.009123309515416622	0.00828274051571608	15
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	PPP1R37	0.009026206098496914	0.008194583646306326	16
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	KLC3	0.008746657520532608	0.00794079105833119	17
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	ZNF296	0.0086278161033988	0.007832899002386363	18
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	CEACAM16	0.00791662186384201	0.0071872300888668915	19
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	CKM	0.007580433506518602	0.006882016183385633	20
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	GEMIN7	0.007216671947389841	0.006551769511521158	21
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	ERCC2	0.006924041546881199	0.006286100384508923	22
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	PVR	0.006916305050253868	0.006279076683958523	23
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	PPP1R13L	0.006698848679661751	0.006081655486304281	24
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	TRAPPC6A	0.005732355173677206	0.005204209104959067	25
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	CEACAM19	0.005676239728927612	0.005153263812902552	26
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	CD3EAP	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	BLOC1S3	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	CEACAM20	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	ZNF229	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	EXOC3L2	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	ZNF180	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	IGSF23	0.00524313235655427	0.004760060450159005	27
FINNGEN_R6_AD_LO_EXMORE	19-044908684-T-C	ERCC1	0.00479092076420784	0.0043495130198350634	34
FINNGEN_R6_AD_U	19-044908684-T-C	APOE	0.6824163794517517	0.6192998838550406	1
FINNGEN_R6_AD_U	19-044908684-T-C	APOC1	0.07042810320854187	0.06391422810252834	2
FINNGEN_R6_AD_U	19-044908684-T-C	TOMM40	0.040845390409231186	0.03706761194210039	3
FINNGEN_R6_AD_U	19-044908684-T-C	NKPD1	0.024471912533044815	0.022208512347844208	4
FINNGEN_R6_AD_U	19-044908684-T-C	APOC4	0.02314607985317707	0.021005305553023476	5
FINNGEN_R6_AD_U	19-044908684-T-C	APOC4-APOC2	0.02314607985317707	0.021005305553023476	5
FINNGEN_R6_AD_U	19-044908684-T-C	NECTIN2	0.01946476846933365	0.01766447760531203	7
FINNGEN_R6_AD_U	19-044908684-T-C	APOC2	0.016644509509205818	0.01510506358911931	8
FINNGEN_R6_AD_U	19-044908684-T-C	CLPTM1	0.01519770361483097	0.01379207235777317	9
FINNGEN_R6_AD_U	19-044908684-T-C	BCAM	0.013635084964334965	0.012373979858968608	10
FINNGEN_R6_AD_U	19-044908684-T-C	CBLC	0.01098216138780117	0.009966424424640352	11
FINNGEN_R6_AD_U	19-044908684-T-C	RELB	0.010350020602345467	0.00939275015948384	12
FINNGEN_R6_AD_U	19-044908684-T-C	CLASRP	0.009737317450344563	0.008836715746627831	13
FINNGEN_R6_AD_U	19-044908684-T-C	BCL3	0.009296823292970657	0.008436962767779863	14
FINNGEN_R6_AD_U	19-044908684-T-C	MARK4	0.009123309515416622	0.00827949722984422	15
FINNGEN_R6_AD_U	19-044908684-T-C	PPP1R37	0.009026206098496914	0.008191374880159977	16
FINNGEN_R6_AD_U	19-044908684-T-C	KLC3	0.008746657520532608	0.007937681670152	17
FINNGEN_R6_AD_U	19-044908684-T-C	ZNF296	0.0086278161033988	0.00782983186167105	18
FINNGEN_R6_AD_U	19-044908684-T-C	CEACAM16	0.00791662186384201	0.007184415773754545	19
FINNGEN_R6_AD_U	19-044908684-T-C	CKM	0.007580433506518602	0.006879321381367495	20
FINNGEN_R6_AD_U	19-044908684-T-C	GEMIN7	0.007216671947389841	0.006549204024717355	21
FINNGEN_R6_AD_U	19-044908684-T-C	PVR	0.0069359345361590385	0.006294431936291402	22
FINNGEN_R6_AD_U	19-044908684-T-C	ERCC2	0.006924041546881199	0.006283638926187552	23
FINNGEN_R6_AD_U	19-044908684-T-C	PPP1R13L	0.006698848679661751	0.006079274082796732	24
FINNGEN_R6_AD_U	19-044908684-T-C	CEACAM19	0.006131806410849094	0.005564677391113124	25
FINNGEN_R6_AD_U	19-044908684-T-C	TRAPPC6A	0.005732355173677206	0.005202171284526049	26
FINNGEN_R6_AD_U	19-044908684-T-C	ZNF180	0.00524313235655427	0.004758196545720866	27
FINNGEN_R6_AD_U	19-044908684-T-C	CEACAM20	0.00524313235655427	0.004758196545720866	27
FINNGEN_R6_AD_U	19-044908684-T-C	CD3EAP	0.00524313235655427	0.004758196545720866	27
FINNGEN_R6_AD_U	19-044908684-T-C	BLOC1S3	0.00524313235655427	0.004758196545720866	27
FINNGEN_R6_AD_U	19-044908684-T-C	IGSF23	0.00524313235655427	0.004758196545720866	27
FINNGEN_R6_AD_U	19-044908684-T-C	ZNF229	0.00524313235655427	0.004758196545720866	27
FINNGEN_R6_AD_U	19-044908684-T-C	EXOC3L2	0.00524313235655427	0.004758196545720866	27
FINNGEN_R6_AD_U	19-044908684-T-C	ERCC1	0.00479092076420784	0.0043478098741069155	34
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	APOE	0.6824163794517517	0.6195314384568503	1
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	APOC1	0.07042810320854187	0.06393812546473376	2
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	TOMM40	0.040845390409231186	0.03708147142495684	3
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	NKPD1	0.024471912533044815	0.022216816052345944	4
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	APOC4-APOC2	0.02314607985317707	0.0210131593816613	5
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	APOC4	0.02314607985317707	0.0210131593816613	5
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	NECTIN2	0.01946476846933365	0.017671082307145033	7
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	APOC2	0.016644509509205818	0.015110711332766405	8
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	CLPTM1	0.01519770361483097	0.013797229177443561	9
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	BCAM	0.013635084964334965	0.012378606457574132	10
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	CBLC	0.01098216138780117	0.00997015084458532	11
FINNGEN_R6_AD_U_EXMORE	19-044908684-T-C	RELB	0.010398853570222855	0.009440595074576183	12
